gene	UCEC	Rank
11341	0.2112742953047931	1728.0
55742	0.2109939133376049	1729.0
374897	0.2108932812427514	1730.0
388228	0.2104294865884576	1731.0
79646	0.2099198258399467	1732.0
100270804	0.20988063778676	1733.0
85449	0.2097605335149044	1734.0
286	0.2096924992465386	1736.0
2719	0.2096924992465386	1736.0
287	0.2096924992465386	1736.0
10194	0.2096197058246055	1738.0
3082	0.2094813559927815	1739.0
22871	0.209314495257236	1740.0
283807	0.2092184170070251	1741.0
4325	0.2090403823360474	1742.0
4066	0.2089429039222518	1743.0
8703	0.208129363900263	1744.0
8811	0.2079706379616818	1746.5
83464	0.2079706379616818	1746.5
352909	0.2079706379616818	1746.5
225689	0.2079706379616818	1746.5
202181	0.2078910871851142	1749.0
80896	0.2078083000768274	1750.0
117854	0.2078069211756952	1751.0
650	0.2077851604884127	1752.0
283991	0.207739790507652	1753.0
51101	0.2070794727199696	1754.0
10417	0.2069695691652817	1755.0
253868	0.2066178643404893	1756.0
7060	0.2065420042925704	1757.0
54714	0.2065420042925606	1760.5
3991	0.2065420042925606	1760.5
6662	0.2065420042925606	1760.5
610	0.2065420042925606	1760.5
1258	0.2065420042925606	1760.5
10021	0.2065420042925606	1760.5
354	0.2061797735277182	1764.0
126321	0.2060785765390416	1765.0
2731	0.2060446131802864	1766.0
7127	0.2059369012360621	1767.0
8916	0.2058539933785373	1768.0
6041	0.2057933011284127	1769.0
126549	0.205698121218159	1770.0
388931	0.2049689130854809	1771.0
9526	0.2047845341309452	1772.0
10266	0.2046661085903741	1773.0
51268	0.204521910875097	1774.0
10105	0.2041197566950303	1775.0
390616	0.2037540508177314	1776.0
57835	0.2023445531791027	1777.0
1564	0.2023060492820831	1778.5
260294	0.2023060492820831	1778.5
6690	0.2020344779831799	1780.5
10083	0.2020344779831799	1780.5
26287	0.2018693230251457	1782.0
63943	0.2017926955477174	1783.0
127254	0.2017772418873323	1784.0
155	0.201318025920315	1785.5
100073347	0.201318025920315	1785.5
6750	0.2012575073913943	1787.0
1131	0.200553403597725	1788.0
91828	0.2005084656676372	1790.0
80761	0.2005084656676372	1790.0
4222	0.2005084656676372	1790.0
2357	0.2004654660413789	1792.0
2346	0.2001774867673236	1793.0
364	0.2000496756281317	1794.0
6699	0.1999900539479076	1795.0
26502	0.1999865077917168	1796.0
487	0.1998534758386947	1797.5
2890	0.1998534758386947	1797.5
5797	0.1998501582755324	1799.0
284716	0.1998359207247537	1800.0
1081	0.199788780392911	1801.0
23601	0.1995945536577823	1802.0
9368	0.1995090980565161	1805.0
54626	0.1995090980565161	1805.0
23779	0.1995090980565161	1805.0
2125	0.1995090980565161	1805.0
27175	0.1995090980565161	1805.0
10501	0.199482367320402	1808.0
9545	0.1994180700236249	1809.0
651	0.1989529417751667	1817.0
132160	0.1989529417751667	1817.0
56169	0.1989529417751667	1817.0
2660	0.1989529417751667	1817.0
2662	0.1989529417751667	1817.0
9518	0.1989529417751667	1817.0
23129	0.1989529417751667	1817.0
132014	0.1989529417751667	1817.0
785	0.1989529417751667	1817.0
4071	0.1989529417751667	1817.0
84867	0.1989529417751667	1817.0
51554	0.1989529417751667	1817.0
79413	0.1989529417751667	1817.0
8784	0.1989529417751667	1817.0
10903	0.1989529417751667	1817.0
1813	0.1988738366446958	1825.0
55970	0.1988518041965597	1826.0
9936	0.1988439219145099	1827.0
10365	0.198714468681942	1828.0
3235	0.1985789913435843	1829.0
51256	0.1984734622838693	1830.0
395	0.1984366896534525	1831.0
56944	0.1981733981976838	1832.0
2893	0.198035342054456	1833.0
